Outlet_ID,POI_ID,POI_Type,Distance_Meters,Base_Footfall,Decay_Weight,Footfall_Impact_Score
OUT_03614,POI_025713,school,500.27,1000,0.249,248.98
OUT_03615,POI_001311,place_of_worship,991.31,300,0.0043,1.28
OUT_03615,POI_024736,place_of_worship,915.82,300,0.0095,2.84
OUT_03615,POI_025685,school,819.97,1000,0.0239,23.87
OUT_03616,POI_005357,bus_stop,988.31,150,0.0044,0.66
OUT_03616,POI_006732,bus_stop,972.5,150,0.0052,0.78
OUT_03616,POI_024958,school,109.48,1000,0.9356,935.58
OUT_03617,POI_000626,place_of_worship,687.49,300,0.0724,21.71
OUT_03617,POI_000628,place_of_worship,858.33,300,0.0167,5.01
OUT_03617,POI_000629,school,737.2,1000,0.0488,48.84
OUT_03617,POI_000630,school,840.16,1000,0.0198,19.81
OUT_03617,POI_006244,place_of_worship,915.9,300,0.0095,2.84
OUT_03617,POI_006252,place_of_worship,747.93,300,0.0447,13.41
OUT_03617,POI_006669,bus_stop,722.71,150,0.0549,8.24
OUT_03617,POI_007603,place_of_worship,740.06,300,0.0477,14.31
OUT_03617,POI_007681,bus_stop,916.5,150,0.0094,1.41
OUT_03617,POI_017820,place_of_worship,708.25,300,0.0616,18.49
OUT_03617,POI_018197,place_of_worship,692.84,300,0.0695,20.84
OUT_03617,POI_018198,place_of_worship,679.87,300,0.0767,23.01
OUT_03617,POI_018199,place_of_worship,692.24,300,0.0698,20.94
OUT_03617,POI_018421,place_of_worship,693.42,300,0.0692,20.75
OUT_03617,POI_023746,industrial,871.4,1000,0.0147,14.72
OUT_03618,POI_013575,place_of_worship,872.18,300,0.0146,4.38
OUT_03618,POI_016088,industrial,973.49,1000,0.0052,5.17
OUT_03618,POI_016090,industrial,994.86,1000,0.0041,4.09
OUT_03622,POI_008513,place_of_worship,488.5,300,0.2656,79.68
OUT_03623,POI_002410,theatre,713.29,100,0.0592,5.92
OUT_03623,POI_006276,bus_stop,964.85,150,0.0057,0.85
OUT_03623,POI_006277,bus_stop,965.66,150,0.0056,0.84
OUT_03623,POI_006280,bus_stop,851.59,150,0.0178,2.67
OUT_03623,POI_006283,bus_stop,753.69,150,0.0426,6.39
OUT_03623,POI_006284,bus_stop,638.83,150,0.1036,15.54
OUT_03623,POI_006291,bus_stop,561.99,150,0.173,25.95
OUT_03623,POI_006292,bus_stop,579.37,150,0.1549,23.24
OUT_03623,POI_006303,bus_stop,969.9,150,0.0054,0.81
OUT_03623,POI_006304,bus_stop,974.15,150,0.0051,0.77
OUT_03623,POI_017031,school,852.85,1000,0.0176,17.58
OUT_03623,POI_018191,place_of_worship,928.49,300,0.0083,2.5
OUT_03625,POI_005443,place_of_worship,626.49,300,0.113,33.9
OUT_03625,POI_018492,place_of_worship,859.94,300,0.0164,4.93
OUT_03625,POI_018569,school,172.29,1000,0.848,847.98
OUT_03628,POI_001062,school,951.24,1000,0.0066,6.56
OUT_03629,POI_001315,place_of_worship,647.6,300,0.0973,29.19
OUT_03629,POI_004566,place_of_worship,865.34,300,0.0156,4.68
OUT_03632,POI_001091,place_of_worship,426.9,300,0.3633,109
OUT_03633,POI_013447,school,879.51,1000,0.0136,13.6
OUT_03633,POI_013448,school,814.14,1000,0.0252,25.16
OUT_03633,POI_013449,place_of_worship,816.04,300,0.0247,7.42
OUT_03633,POI_020433,place_of_worship,996.63,300,0.004,1.2
OUT_03633,POI_025184,place_of_worship,819.01,300,0.0241,7.22
OUT_03634,POI_017388,place_of_worship,760.99,300,0.0401,12.02
OUT_03634,POI_017389,school,854.7,1000,0.0173,17.28
OUT_03634,POI_017390,school,888.04,1000,0.0125,12.51
OUT_03634,POI_017391,place_of_worship,705.2,300,0.0631,18.93
OUT_03634,POI_017392,place_of_worship,671.15,300,0.0819,24.56
OUT_03634,POI_017394,place_of_worship,740.76,300,0.0474,14.23
OUT_03634,POI_017407,place_of_worship,753.49,300,0.0427,12.8
OUT_03634,POI_017421,place_of_worship,727.22,300,0.053,15.89
OUT_03634,POI_017494,school,870,1000,0.0149,14.92
OUT_03634,POI_017495,place_of_worship,617.61,300,0.1201,36.04
OUT_03634,POI_018075,place_of_worship,777.78,300,0.0347,10.41
OUT_03634,POI_018214,clinic,847.62,200,0.0185,3.69
OUT_03634,POI_018215,bus_station,781.43,10000,0.0336,336.27
OUT_03634,POI_018218,bus_station,579.76,10000,0.1545,1545.37
OUT_03634,POI_018219,industrial,457.03,1000,0.3133,313.35
OUT_03634,POI_018220,place_of_worship,726.42,300,0.0533,15.99
OUT_03634,POI_018226,place_of_worship,741.35,300,0.0472,14.16
OUT_03634,POI_018227,industrial,877.26,1000,0.0139,13.91
OUT_03634,POI_018228,industrial,907.48,1000,0.0103,10.31
OUT_03635,POI_000179,school,730.41,1000,0.0516,51.62
OUT_03635,POI_002135,place_of_worship,657.2,300,0.0908,27.23
OUT_03635,POI_007289,hotel,844.81,100,0.019,1.9
OUT_03635,POI_016925,school,865.57,1000,0.0156,15.57
OUT_03636,POI_000292,place_of_worship,669.2,300,0.0831,24.92
OUT_03636,POI_000736,school,185.63,1000,0.8258,825.77
OUT_03636,POI_002184,hotel,368.49,100,0.4703,47.03
OUT_03636,POI_002185,place_of_worship,68.08,300,0.9746,292.37
OUT_03636,POI_002186,place_of_worship,413.33,300,0.3871,116.12
OUT_03636,POI_002221,place_of_worship,834.63,300,0.0209,6.26
OUT_03636,POI_008824,school,852.24,1000,0.0177,17.68
OUT_03636,POI_012466,hospital,917.32,5000,0.0093,46.64
OUT_03636,POI_021487,place_of_worship,391.51,300,0.4267,128.02
OUT_03637,POI_009925,station,985.57,25000,0.0045,113.32
OUT_03640,POI_009906,clinic,822.5,200,0.0233,4.66
OUT_03640,POI_018392,industrial,745.08,1000,0.0458,45.77
OUT_03640,POI_018401,place_of_worship,998.04,300,0.004,1.19
OUT_03641,POI_018517,place_of_worship,985.46,300,0.0045,1.36
OUT_03641,POI_018519,school,892.22,1000,0.012,12
OUT_03642,POI_000479,station,535.29,25000,0.2035,5088.55
OUT_03642,POI_005339,place_of_worship,803.9,300,0.0276,8.28
OUT_03642,POI_016969,place_of_worship,120.43,300,0.9226,276.78
OUT_03642,POI_016970,place_of_worship,133.86,300,0.9053,271.58
OUT_03642,POI_017479,place_of_worship,759.22,300,0.0407,12.2
OUT_03642,POI_017482,school,770.78,1000,0.0369,36.86
OUT_03642,POI_017483,school,787.79,1000,0.0318,31.81
OUT_03642,POI_017484,school,789.56,1000,0.0313,31.33
OUT_03642,POI_017505,place_of_worship,122.03,300,0.9206,276.18
OUT_03642,POI_017506,place_of_worship,115.54,300,0.9285,278.55
OUT_03642,POI_017608,place_of_worship,429.37,300,0.3591,107.72
OUT_03642,POI_017655,place_of_worship,640.32,300,0.1025,30.75
OUT_03643,POI_000136,hotel,494.21,100,0.2575,25.75
OUT_03643,POI_000220,school,353.95,1000,0.4986,498.57
OUT_03643,POI_000270,place_of_worship,920.74,300,0.009,2.7
OUT_03643,POI_000672,hotel,467.64,100,0.2967,29.67
OUT_03643,POI_002828,hotel,303.31,100,0.5998,59.98
OUT_03643,POI_004381,place_of_worship,901.53,300,0.0109,3.28
OUT_03643,POI_004919,school,660.91,1000,0.0883,88.33
OUT_03643,POI_004949,school,817.36,1000,0.0244,24.44
OUT_03643,POI_004962,school,802.61,1000,0.0279,27.91
OUT_03643,POI_005002,school,834.99,1000,0.0208,20.79
OUT_03643,POI_007742,hotel,962.76,100,0.0058,0.58
OUT_03643,POI_008013,school,993.46,1000,0.0042,4.16
OUT_03643,POI_008576,place_of_worship,616.9,300,0.1207,36.22
OUT_03643,POI_008890,bus_stop,996.14,150,0.004,0.61
OUT_03643,POI_010328,hotel,806.3,100,0.027,2.7
OUT_03643,POI_010609,clinic,992.78,200,0.0042,0.84
OUT_03643,POI_010615,bus_stop,349.09,150,0.5081,76.22
OUT_03643,POI_010735,station,797.34,25000,0.0292,731.2
OUT_03643,POI_011605,guest_house,879.19,50,0.0136,0.68
OUT_03643,POI_011733,station,829.63,25000,0.0218,546.1
OUT_03643,POI_012299,school,927.52,1000,0.0084,8.4
OUT_03643,POI_012344,bus_stop,448,150,0.3279,49.19
OUT_03643,POI_012345,bus_stop,849.69,150,0.0181,2.72
OUT_03643,POI_012347,bus_stop,368.35,150,0.4706,70.59
OUT_03643,POI_012381,bus_stop,351.26,150,0.5038,75.58
OUT_03643,POI_012383,bus_stop,342.66,150,0.5208,78.13
OUT_03643,POI_012384,bus_stop,709.3,150,0.0611,9.17
OUT_03643,POI_012391,hotel,822.36,100,0.0234,2.34
OUT_03643,POI_013734,bus_stop,933.23,150,0.0079,1.19
OUT_03643,POI_013736,bus_stop,998.99,150,0.0039,0.59
OUT_03643,POI_013814,bus_stop,898.37,150,0.0113,1.69
OUT_03643,POI_013985,university,898.19,4000,0.0113,45.25
OUT_03643,POI_016228,place_of_worship,360.07,300,0.4866,145.98
OUT_03643,POI_016434,apartments,269.39,500,0.6682,334.1
OUT_03643,POI_016844,apartments,376.97,500,0.4541,227.04
OUT_03643,POI_016845,apartments,357.33,500,0.492,245.98
OUT_03643,POI_016846,apartments,431.79,500,0.3549,177.47
OUT_03643,POI_020107,place_of_worship,923.35,300,0.0088,2.63
OUT_03643,POI_020127,place_of_worship,914.26,300,0.0096,2.89
OUT_03643,POI_020443,place_of_worship,622.26,300,0.1163,34.9
OUT_03643,POI_022566,place_of_worship,969.99,300,0.0054,1.61
OUT_03643,POI_022648,place_of_worship,826.37,300,0.0225,6.75
OUT_03643,POI_023635,apartments,947.16,500,0.0068,3.42
OUT_03643,POI_023636,apartments,989.17,500,0.0044,2.18
OUT_03643,POI_023638,apartments,802.42,500,0.028,13.98
OUT_03643,POI_024488,apartments,805.22,500,0.0273,13.63
OUT_03643,POI_025484,apartments,742.6,500,0.0467,23.36
OUT_03643,POI_025828,place_of_worship,857,300,0.0169,5.07
OUT_03643,POI_025897,hotel,298.65,100,0.6093,60.93
OUT_03644,POI_006318,place_of_worship,941.3,300,0.0073,2.18
OUT_03644,POI_006487,school,881.14,1000,0.0134,13.39
OUT_03644,POI_017387,place_of_worship,643.18,300,0.1004,30.13
OUT_03644,POI_017416,place_of_worship,764.01,300,0.0391,11.72
OUT_03644,POI_017419,place_of_worship,596.88,300,0.1382,41.45
OUT_03644,POI_017420,place_of_worship,590.1,300,0.1445,43.35
OUT_03644,POI_017447,place_of_worship,605.41,300,0.1305,39.15
OUT_03644,POI_017448,place_of_worship,613.15,300,0.1239,37.16
OUT_03644,POI_018380,place_of_worship,909.01,300,0.0101,3.04
OUT_03644,POI_018391,place_of_worship,895.55,300,0.0116,3.48
OUT_03644,POI_018407,school,851.15,1000,0.0179,17.87
OUT_03644,POI_018422,place_of_worship,460.26,300,0.3082,92.47
OUT_03644,POI_018423,place_of_worship,909.76,300,0.0101,3.02
OUT_03645,POI_000087,school,453.41,1000,0.3191,319.15
OUT_03645,POI_000088,bus_stop,864.37,150,0.0158,2.36
OUT_03645,POI_000089,place_of_worship,722.77,300,0.0549,16.47
OUT_03645,POI_000090,place_of_worship,356.04,300,0.4945,148.34
OUT_03645,POI_000196,school,795.31,1000,0.0298,29.78
OUT_03645,POI_001070,place_of_worship,690.03,300,0.071,21.3
OUT_03645,POI_001982,bus_stop,853.09,150,0.0175,2.63
OUT_03645,POI_002241,place_of_worship,599.21,300,0.136,40.81
OUT_03645,POI_002328,place_of_worship,959.26,300,0.006,1.81
OUT_03645,POI_004695,school,626.35,1000,0.1131,113.09
OUT_03645,POI_007360,place_of_worship,497.27,300,0.2531,75.94
OUT_03645,POI_007361,place_of_worship,979.66,300,0.0048,1.45
OUT_03645,POI_013583,bus_stop,625.35,150,0.1139,17.08
OUT_03645,POI_018359,place_of_worship,702.57,300,0.0644,19.33
OUT_03645,POI_024401,hospital,787.71,5000,0.0318,159.18
OUT_03645,POI_024455,hospital,678.55,5000,0.0775,387.31
OUT_03645,POI_024459,school,863.64,1000,0.0159,15.86
OUT_03645,POI_024460,school,485.2,1000,0.2704,270.39
OUT_03645,POI_024461,hospital,580.71,5000,0.1536,767.93
OUT_03645,POI_024462,clinic,531.01,200,0.2088,41.75
OUT_03645,POI_025137,clinic,939.03,200,0.0075,1.49
OUT_03645,POI_025152,place_of_worship,489.89,300,0.2636,79.08
OUT_03646,POI_006260,place_of_worship,428.54,300,0.3605,108.15
OUT_03646,POI_006322,place_of_worship,907.7,300,0.0103,3.08
OUT_03646,POI_006340,place_of_worship,217.91,300,0.7681,230.44
OUT_03646,POI_011781,guest_house,374.9,50,0.458,22.9
OUT_03646,POI_018407,school,628.43,1000,0.1115,111.47
OUT_03646,POI_018418,school,891.46,1000,0.0121,12.09
OUT_03646,POI_018422,place_of_worship,987.57,300,0.0044,1.33
OUT_03646,POI_018423,place_of_worship,461.22,300,0.3067,92.02
OUT_03646,POI_018424,school,233.19,1000,0.7393,739.27
OUT_03647,POI_007612,hotel,999.23,100,0.0039,0.39
OUT_03647,POI_007678,hotel,985.06,100,0.0046,0.46
OUT_03648,POI_004674,bus_stop,909.3,150,0.0101,1.52
OUT_03648,POI_017231,school,912.93,1000,0.0098,9.75
OUT_03648,POI_017250,school,841.64,1000,0.0195,19.54
OUT_03648,POI_017251,school,928.56,1000,0.0083,8.31
OUT_03648,POI_017592,clinic,797.71,200,0.0292,5.83
OUT_03648,POI_018158,place_of_worship,839.89,300,0.0199,5.96
OUT_03648,POI_018470,place_of_worship,801.14,300,0.0283,8.48
OUT_03649,POI_013625,hotel,530.3,100,0.2096,20.96
OUT_03649,POI_017726,place_of_worship,795.01,300,0.0299,8.96
OUT_03649,POI_017727,place_of_worship,790.49,300,0.0311,9.32
OUT_03649,POI_017728,place_of_worship,769.87,300,0.0372,11.15
OUT_03649,POI_017733,place_of_worship,809.99,300,0.0261,7.84
OUT_03649,POI_017736,place_of_worship,752.73,300,0.0429,12.88
OUT_03649,POI_018326,place_of_worship,753.22,300,0.0428,12.83
OUT_03649,POI_018449,place_of_worship,778.96,300,0.0344,10.31
OUT_03650,POI_005117,bus_stop,729.77,150,0.0519,7.78
OUT_03650,POI_011079,guest_house,148.9,50,0.8841,44.21
OUT_03650,POI_017039,industrial,899.7,1000,0.0111,11.14
OUT_03650,POI_024218,place_of_worship,580.48,300,0.1538,46.15
OUT_03651,POI_000633,place_of_worship,977.26,300,0.005,1.49
OUT_03651,POI_000726,place_of_worship,989.72,300,0.0043,1.3
OUT_03651,POI_000866,hotel,587.89,100,0.1466,14.66
OUT_03651,POI_001703,school,430.57,1000,0.357,357.03
OUT_03651,POI_003532,place_of_worship,618.66,300,0.1193,35.78
OUT_03651,POI_003805,place_of_worship,959.15,300,0.006,1.81
OUT_03651,POI_005311,place_of_worship,615.54,300,0.1218,36.55
OUT_03651,POI_009492,clinic,725.04,200,0.0539,10.78
OUT_03651,POI_015289,place_of_worship,504.49,300,0.2432,72.96
OUT_03651,POI_015395,clinic,877.06,200,0.0139,2.79
OUT_03651,POI_016020,place_of_worship,693.99,300,0.0689,20.66
OUT_03651,POI_021455,hospital,668.3,5000,0.0836,418.19
OUT_03651,POI_021456,hospital,757.16,5000,0.0414,206.9
OUT_03651,POI_021689,apartments,933.37,500,0.0079,3.95
OUT_03651,POI_021707,apartments,270.44,500,0.6661,333.05
OUT_03651,POI_021708,apartments,278.06,500,0.6508,325.41
OUT_03651,POI_021709,apartments,272.62,500,0.6617,330.86
OUT_03651,POI_021711,apartments,291.18,500,0.6244,312.18
OUT_03651,POI_021712,apartments,178.12,500,0.8384,419.2
OUT_03651,POI_021713,apartments,311.7,500,0.5829,291.45
OUT_03651,POI_021714,apartments,306.21,500,0.594,296.98
OUT_03651,POI_021715,apartments,293.95,500,0.6188,309.38
OUT_03651,POI_021750,apartments,625.63,500,0.1137,56.83
OUT_03651,POI_021751,apartments,607.86,500,0.1284,64.19
OUT_03651,POI_021752,apartments,688.94,500,0.0716,35.79
OUT_03651,POI_021753,apartments,671.33,500,0.0818,40.89
OUT_03651,POI_021754,apartments,663.62,500,0.0866,43.29
OUT_03651,POI_021755,apartments,694.08,500,0.0688,34.41
OUT_03651,POI_021756,apartments,654.65,500,0.0925,46.23
OUT_03651,POI_021757,apartments,759.74,500,0.0405,20.24
OUT_03651,POI_021758,apartments,744.34,500,0.0461,23.03
OUT_03651,POI_021759,apartments,752.81,500,0.0429,21.46
OUT_03651,POI_021760,apartments,780.94,500,0.0338,16.89
OUT_03651,POI_021761,apartments,773.38,500,0.036,18.02
OUT_03651,POI_021762,apartments,807.06,500,0.0268,13.41
OUT_03651,POI_021763,apartments,793.58,500,0.0302,15.12
OUT_03651,POI_021764,apartments,773.99,500,0.0359,17.93
OUT_03651,POI_021765,apartments,788.6,500,0.0316,15.79
OUT_03651,POI_021766,apartments,800.68,500,0.0284,14.2
OUT_03653,POI_000695,bus_stop,895.32,150,0.0116,1.75
OUT_03654,POI_000591,school,265.88,1000,0.6752,675.21
OUT_03654,POI_000592,school,621.69,1000,0.1168,116.81
OUT_03654,POI_010775,bus_stop,777.83,150,0.0347,5.2
OUT_03654,POI_012319,bus_stop,609.41,150,0.127,19.06
OUT_03654,POI_012326,bus_stop,758.56,150,0.0409,6.13
OUT_03654,POI_012373,bus_stop,786.51,150,0.0322,4.83
OUT_03654,POI_012377,bus_stop,767.12,150,0.038,5.7
OUT_03654,POI_012378,bus_stop,616.68,150,0.1209,18.14
OUT_03654,POI_015980,marketplace,446.64,3000,0.3301,990.39
OUT_03654,POI_020462,industrial,976.37,1000,0.005,5.01
OUT_03654,POI_024124,university,762.02,4000,0.0397,158.87
OUT_03654,POI_025609,clinic,648.55,200,0.0966,19.33
OUT_03655,POI_016589,school,645.68,1000,0.0987,98.65
OUT_03655,POI_016591,place_of_worship,640.93,300,0.1021,30.62
OUT_03655,POI_017264,place_of_worship,623.7,300,0.1152,34.56
OUT_03655,POI_017265,school,574.18,1000,0.1602,160.16
OUT_03655,POI_017273,place_of_worship,943.1,300,0.0071,2.14
OUT_03655,POI_017645,school,547.95,1000,0.1886,188.62
OUT_03655,POI_018187,hotel,759.69,100,0.0405,4.05
OUT_03657,POI_001120,bus_station,753.88,10000,0.0425,425.34
OUT_03657,POI_002579,hospital,946.96,5000,0.0069,34.31
OUT_03657,POI_005314,place_of_worship,473.36,300,0.288,86.4
OUT_03657,POI_016575,place_of_worship,600.68,300,0.1347,40.42
OUT_03657,POI_016576,school,983.05,1000,0.0047,4.66
OUT_03657,POI_016600,place_of_worship,730.06,300,0.0518,15.53
OUT_03657,POI_016692,clinic,697.04,200,0.0673,13.45
OUT_03657,POI_016711,place_of_worship,768.68,300,0.0375,11.26
OUT_03657,POI_016712,hospital,799.4,5000,0.0287,143.59
OUT_03657,POI_016759,place_of_worship,767.83,300,0.0378,11.34
OUT_03657,POI_016760,place_of_worship,833.83,300,0.021,6.3
OUT_03657,POI_017015,place_of_worship,566.25,300,0.1684,50.52
OUT_03657,POI_017059,clinic,801.95,200,0.0281,5.61
OUT_03657,POI_017287,place_of_worship,670.96,300,0.082,24.6
OUT_03657,POI_017724,place_of_worship,720.12,300,0.0561,16.82
OUT_03657,POI_017755,school,925.76,1000,0.0086,8.55
OUT_03657,POI_017756,clinic,679.88,200,0.0767,15.34
OUT_03657,POI_017908,place_of_worship,909.39,300,0.0101,3.03
OUT_03657,POI_017909,place_of_worship,907.47,300,0.0103,3.09
OUT_03657,POI_017910,place_of_worship,466.1,300,0.2991,89.74
OUT_03657,POI_018165,school,872.78,1000,0.0145,14.52
OUT_03657,POI_018350,school,437.21,1000,0.3458,345.77
OUT_03657,POI_019671,place_of_worship,540.33,300,0.1975,59.25
OUT_03660,POI_007839,attraction,866.21,100,0.0155,1.55
OUT_03660,POI_010845,hotel,860.77,100,0.0163,1.63
OUT_03660,POI_010879,hotel,913.83,100,0.0097,0.97
OUT_03660,POI_024446,clinic,966.51,200,0.0056,1.11
OUT_03660,POI_025085,place_of_worship,746.45,300,0.0453,13.58
OUT_03660,POI_025086,place_of_worship,682.37,300,0.0753,22.58
OUT_03660,POI_025096,place_of_worship,728.48,300,0.0524,15.73
OUT_03660,POI_025713,school,775.39,1000,0.0354,35.43
OUT_03661,POI_000082,hotel,970.58,100,0.0053,0.53
OUT_03661,POI_002951,hotel,384.27,100,0.4403,44.03
OUT_03661,POI_004122,hotel,864.29,100,0.0158,1.58
OUT_03661,POI_004123,hotel,840.37,100,0.0198,1.98
OUT_03661,POI_015443,place_of_worship,557.55,300,0.1778,53.35
OUT_03662,POI_001092,place_of_worship,441.32,300,0.3389,101.67
OUT_03662,POI_007469,place_of_worship,929.11,300,0.0083,2.48
OUT_03666,POI_002430,place_of_worship,417.35,300,0.38,113.99
OUT_03666,POI_024959,place_of_worship,982.18,300,0.0047,1.41
OUT_03667,POI_001059,place_of_worship,908.86,300,0.0102,3.05
OUT_03667,POI_001060,school,883.42,1000,0.0131,13.09
OUT_03667,POI_001067,hotel,904.1,100,0.0107,1.07
OUT_03667,POI_001068,school,630.58,1000,0.1098,109.8
OUT_03667,POI_007241,hotel,726.06,100,0.0535,5.35
OUT_03667,POI_007350,place_of_worship,664.26,300,0.0862,25.85
OUT_03667,POI_007351,place_of_worship,116.5,300,0.9274,278.21
OUT_03667,POI_007353,place_of_worship,158.41,300,0.8699,260.96
OUT_03667,POI_010795,apartments,805.13,500,0.0273,13.64
OUT_03667,POI_013440,bus_stop,437.78,150,0.3448,51.72
OUT_03667,POI_013581,bus_stop,751.41,150,0.0434,6.51
OUT_03667,POI_013582,bus_stop,958.41,150,0.0061,0.91
OUT_03667,POI_013584,bus_stop,814.25,150,0.0251,3.77
OUT_03667,POI_013585,bus_stop,885.02,150,0.0129,1.93
OUT_03667,POI_024239,place_of_worship,984.67,300,0.0046,1.37
OUT_03668,POI_017821,place_of_worship,859.89,300,0.0164,4.93
OUT_03669,POI_000354,school,593.11,1000,0.1417,141.66
OUT_03669,POI_000655,hospital,491.57,5000,0.2612,1306.03
OUT_03669,POI_005788,college,325.62,2000,0.5549,1109.73
OUT_03669,POI_006473,place_of_worship,698.37,300,0.0666,19.97
OUT_03669,POI_006480,school,983.78,1000,0.0046,4.62
OUT_03669,POI_006481,school,237.07,1000,0.7318,731.81
OUT_03669,POI_006482,college,424.83,2000,0.3669,733.81
OUT_03669,POI_006514,school,841.05,1000,0.0196,19.65
OUT_03669,POI_007009,school,746.01,1000,0.0454,45.42
OUT_03669,POI_009929,station,559.97,25000,0.1752,4379.2
OUT_03669,POI_016095,hospital,486.11,5000,0.2691,1345.31
OUT_03669,POI_016594,school,996.07,1000,0.004,4.04
OUT_03669,POI_016663,school,690.03,1000,0.071,70.99
OUT_03669,POI_017127,hospital,458.52,5000,0.311,1554.91
OUT_03669,POI_017200,school,896.02,1000,0.0116,11.56
OUT_03669,POI_017202,place_of_worship,516.72,300,0.2269,68.06
OUT_03669,POI_017203,place_of_worship,552.67,300,0.1832,54.97
OUT_03669,POI_017222,school,661.67,1000,0.0878,87.84
OUT_03669,POI_017224,school,635.67,1000,0.1059,105.94
OUT_03669,POI_017225,school,647.05,1000,0.0977,97.69
OUT_03669,POI_017226,school,636.5,1000,0.1053,105.32
OUT_03669,POI_017227,place_of_worship,561.63,300,0.1734,52.01
OUT_03669,POI_017228,place_of_worship,609.26,300,0.1272,38.15
OUT_03669,POI_017230,clinic,220.49,200,0.7633,152.66
OUT_03669,POI_017233,school,76.46,1000,0.968,968.04
OUT_03669,POI_017234,school,91.77,1000,0.9543,954.29
OUT_03669,POI_017235,clinic,189.74,200,0.8187,163.75
OUT_03669,POI_017236,school,256.66,1000,0.6935,693.52
OUT_03669,POI_017263,clinic,114.18,200,0.9301,186.03
OUT_03669,POI_017272,clinic,306.36,200,0.5937,118.73
OUT_03669,POI_017278,college,880.62,2000,0.0135,26.91
OUT_03669,POI_017285,clinic,357.72,200,0.4912,98.24
OUT_03669,POI_017286,clinic,623.4,200,0.1154,23.09
OUT_03669,POI_017440,school,265.38,1000,0.6762,676.21
OUT_03669,POI_017450,school,691.6,1000,0.0701,70.14
OUT_03669,POI_017563,place_of_worship,526.1,300,0.2149,64.46
OUT_03669,POI_017564,place_of_worship,529.64,300,0.2105,63.14
OUT_03669,POI_017924,place_of_worship,530.21,300,0.2098,62.93
OUT_03669,POI_017946,marketplace,386.78,3000,0.4356,1306.71
OUT_03669,POI_017963,bus_station,593.25,10000,0.1415,1415.29
OUT_03669,POI_018435,school,628.5,1000,0.1114,111.41
OUT_03669,POI_018483,place_of_worship,983.92,300,0.0046,1.38
OUT_03669,POI_018494,place_of_worship,801.34,300,0.0282,8.47
OUT_03669,POI_022784,college,727.76,2000,0.0527,105.48
OUT_03669,POI_022785,college,651.57,2000,0.0946,189.1
OUT_03669,POI_022786,bus_station,685.03,10000,0.0738,737.52
OUT_03669,POI_024530,school,710.15,1000,0.0607,60.7
OUT_03669,POI_024531,school,703.97,1000,0.0637,63.72
OUT_03669,POI_024532,school,683.23,1000,0.0748,74.77
OUT_03669,POI_024533,school,652.04,1000,0.0942,94.23
OUT_03669,POI_024534,school,637.91,1000,0.1043,104.28
OUT_03669,POI_024535,school,614.4,1000,0.1228,122.8
OUT_03669,POI_024536,place_of_worship,572,300,0.1624,48.72
OUT_03670,POI_002170,school,577.02,1000,0.1573,157.28
OUT_03670,POI_015883,place_of_worship,878.68,300,0.0137,4.11
OUT_03670,POI_015971,bus_station,889.38,10000,0.0123,123.46
OUT_03670,POI_024214,industrial,941.33,1000,0.0073,7.28
OUT_03672,POI_009719,bus_stop,932.26,150,0.008,1.2
OUT_03672,POI_011625,bus_stop,953.23,150,0.0064,0.96
OUT_03672,POI_011650,bus_stop,983.58,150,0.0046,0.69
OUT_03672,POI_015720,bus_stop,956.04,150,0.0062,0.93
OUT_03672,POI_024834,industrial,998.23,1000,0.0039,3.94
OUT_03676,POI_000187,bus_stop,700.49,150,0.0655,9.82
OUT_03676,POI_000577,bus_stop,696.03,150,0.0678,10.17
OUT_03676,POI_004361,bus_stop,897.06,150,0.0114,1.72
OUT_03676,POI_008417,bus_stop,901.01,150,0.011,1.65
OUT_03676,POI_015747,place_of_worship,718.66,300,0.0567,17.02
OUT_03676,POI_015748,place_of_worship,683.25,300,0.0748,22.43
OUT_03676,POI_015757,bus_stop,635.12,150,0.1064,15.95
OUT_03676,POI_015758,bus_stop,644.15,150,0.0997,14.96
OUT_03676,POI_023667,place_of_worship,824.41,300,0.0229,6.88
OUT_03677,POI_004303,place_of_worship,665.61,300,0.0853,25.6
OUT_03677,POI_005507,place_of_worship,113.87,300,0.9305,279.15
OUT_03677,POI_014427,place_of_worship,948.49,300,0.0068,2.03
OUT_03678,POI_000131,school,754.93,1000,0.0422,42.16
OUT_03678,POI_000240,school,474.07,1000,0.2869,286.91
OUT_03678,POI_000241,school,662.63,1000,0.0872,87.22
OUT_03678,POI_000293,place_of_worship,749.07,300,0.0443,13.28
OUT_03678,POI_000361,school,673.15,1000,0.0807,80.67
OUT_03678,POI_000721,hospital,751.63,5000,0.0433,216.72
OUT_03678,POI_000724,marketplace,960.58,3000,0.0059,17.82
OUT_03678,POI_000733,bus_station,992.91,10000,0.0042,41.81
OUT_03678,POI_000865,bus_stop,805.41,150,0.0272,4.08
OUT_03678,POI_000878,hospital,720.4,5000,0.056,279.78
OUT_03678,POI_000879,bus_stop,920.97,150,0.009,1.35
OUT_03678,POI_000880,bus_station,981.91,10000,0.0047,47.18
OUT_03678,POI_000885,place_of_worship,748.74,300,0.0444,13.32
OUT_03678,POI_000903,place_of_worship,890.64,300,0.0122,3.66
OUT_03678,POI_000904,place_of_worship,915,300,0.0095,2.86
OUT_03678,POI_001400,bus_stop,642.92,150,0.1006,15.09
OUT_03678,POI_001627,bus_stop,759.66,150,0.0405,6.08
